faixa_etaria;tamanho_familia;renda_familiar;redacao;sexo_feminino;escola_privada;escola_publica;treineiro;media_objetivas;faltou;branco_amarelo;preto_pardo_indigena;acesso_tecnologia
1;5;2;580.0;1;0;0;0;504.75;0;0;1;1
2;2;1;0.0;1;0;0;0;411.025;0;1;0;1
1;6;1;540.0;0;0;1;0;405.5;0;0;1;0
19;4;11;760.0;0;0;0;1;551.825;0;0;1;1
6;4;10;800.0;1;0;0;0;569.6;0;0;1;1
0;3;1;520.0;1;0;1;0;532.375;0;0;1;1
19;3;1;580.0;0;0;0;1;459.07500000000005;0;1;0;1
2;3;1;0.0;1;0;1;0;403.02500000000003;0;0;0;0
8;5;1;660.0;0;0;0;0;535.7750000000001;0;1;0;1
3;5;3;800.0;1;0;0;0;638.925;0;1;0;1
4;3;11;720.0;1;0;0;0;525.6500000000001;0;1;0;1
11;3;8;;1;0;0;0;;1;0;1;1
6;3;8;;1;0;0;0;;1;0;0;1
1;3;10;760.0;1;0;1;0;499.425;0;0;1;1
1;3;1;580.0;0;0;1;0;466.025;0;0;1;1
3;4;8;;0;0;0;0;;1;0;1;1
0;4;2;;0;0;1;0;;1;0;1;1
2;3;2;;1;0;0;0;;1;1;0;1
0;3;6;820.0;1;0;0;1;558.4;0;1;0;1
2;2;1;900.0;1;0;0;0;494.35;0;0;1;1
0;5;2;0.0;1;0;1;0;471.875;0;0;1;1
3;3;2;;0;0;0;0;;1;0;1;1
3;4;1;;1;0;1;0;;1;0;1;1
11;3;11;;1;0;0;0;;1;0;1;1
10;5;8;520.0;1;0;0;0;481.025;0;1;0;1
5;1;1;560.0;1;0;0;0;549.95;0;0;1;1
0;4;12;720.0;1;0;0;1;508.09999999999997;0;1;0;1
0;5;9;;1;0;1;0;;1;0;1;1
1;3;3;600.0;1;0;1;0;436.17499999999995;0;1;0;1
0;5;9;680.0;0;0;1;0;635.0749999999999;0;1;0;1
0;4;16;360.0;0;0;1;0;366.85;0;0;1;1
0;4;3;760.0;1;0;0;1;565.375;0;1;0;1
0;3;16;460.0;0;0;1;0;420.22499999999997;0;0;1;1
1;5;16;;1;0;1;0;;1;1;0;1
1;3;3;660.0;1;0;1;0;536.5749999999999;0;1;0;1
5;2;1;;1;0;0;0;;1;0;1;1
2;3;1;640.0;0;0;0;0;521.2249999999999;0;0;1;1
5;4;1;460.0;1;0;1;0;442.57500000000005;0;0;1;1
1;3;10;880.0;0;0;0;0;583.95;0;1;0;1
2;5;10;;0;0;0;0;;1;0;1;1
1;6;10;;0;0;1;0;493.65000000000003;1;0;1;1
10;4;9;;0;0;0;0;;1;1;0;1
19;2;1;820.0;1;0;0;1;565.05;0;0;1;1
2;5;8;480.0;1;0;0;0;454.975;0;0;1;1
0;4;1;320.0;1;0;0;1;466.40000000000003;0;0;1;1
4;4;1;;1;0;0;0;;1;0;1;1
13;2;1;;1;0;0;0;;1;0;1;1
2;3;3;;1;0;1;0;;1;1;0;1
2;4;3;;0;0;1;0;;1;0;1;1
1;5;1;640.0;1;0;0;0;578.2;0;0;1;1
0;2;1;800.0;1;0;0;1;486.17499999999995;0;1;0;1
4;1;2;720.0;1;0;0;0;489.175;0;0;1;1
7;3;1;;0;0;0;0;;1;0;1;0
19;4;3;920.0;1;0;0;1;623.0250000000001;0;0;1;1
3;3;9;680.0;1;0;0;0;510.5;1;0;1;1
2;3;1;800.0;1;0;0;0;570.3499999999999;0;0;1;1
2;6;2;;1;0;0;0;;1;0;1;1
3;4;1;0.0;0;0;1;0;413.54999999999995;1;1;0;1
2;4;2;340.0;1;0;0;0;507.2;1;0;1;1
0;4;6;980.0;1;1;0;0;671.3;0;1;0;1
9;4;2;460.0;1;0;0;0;499.5;0;0;1;1
10;4;3;;1;0;0;0;;1;0;1;1
2;7;2;;0;0;0;0;;1;0;1;1
11;3;2;;1;0;0;0;;1;0;1;1
1;4;0;660.0;1;1;0;0;503.0;0;1;0;1
2;4;2;520.0;0;0;0;0;519.025;0;0;1;1
0;4;2;680.0;1;0;0;1;525.15;0;1;0;1
1;4;2;600.0;1;0;1;0;505.32500000000005;0;1;0;1
5;2;16;720.0;1;0;0;0;455.025;0;1;0;0
7;3;3;620.0;0;0;0;0;620.2;0;0;1;1
1;3;9;840.0;1;0;1;0;593.9;0;1;0;1
3;3;1;680.0;1;0;0;0;541.95;0;0;1;0
9;5;16;400.0;1;0;0;0;526.45;1;0;1;1
0;4;2;700.0;1;0;0;1;504.92499999999995;0;1;0;1
1;3;1;;1;0;1;0;;1;0;1;1
0;4;16;;0;0;1;0;;1;0;1;1
1;3;2;;1;0;0;1;;1;0;1;1
1;5;3;560.0;1;1;0;0;529.25;0;0;0;1
1;4;10;740.0;1;0;1;0;541.75;0;0;1;1
4;4;8;;1;0;0;0;;1;0;1;1
1;8;1;480.0;1;0;1;0;464.95;0;1;0;1
3;4;2;760.0;0;0;1;0;515.675;0;0;1;1
8;6;10;;1;0;0;0;;1;1;0;1
5;3;1;;0;0;0;0;;1;0;1;1
1;3;1;;0;0;1;0;;1;0;1;1
4;5;9;660.0;0;0;0;0;604.825;0;1;0;1
7;1;1;;1;0;0;0;;1;1;0;0
0;4;11;420.0;0;0;1;0;590.8000000000001;0;1;0;1
19;4;10;720.0;1;0;0;1;414.09999999999997;0;0;1;1
12;2;7;;0;0;0;0;;1;1;0;1
1;4;0;920.0;0;1;0;0;736.15;0;1;0;1
1;8;1;;1;0;1;0;;1;1;0;1
7;3;1;;0;0;0;0;;1;0;1;1
0;5;1;520.0;0;0;1;0;487.62499999999994;0;0;1;1
2;2;11;860.0;0;0;0;0;717.1;0;1;0;1
8;3;1;360.0;1;0;0;0;604.175;0;0;1;1
1;4;1;;1;0;1;0;;1;1;0;1
2;5;14;;1;0;0;0;;1;1;0;1
2;4;1;580.0;0;0;0;0;522.0;0;1;0;1
4;5;1;;0;0;1;0;;1;0;1;1
0;2;1;700.0;0;0;1;0;528.575;0;0;1;1
8;2;2;560.0;0;0;0;0;542.25;1;0;1;1
0;4;16;580.0;0;0;0;1;461.775;0;1;0;1
0;5;1;0.0;1;0;1;0;438.025;0;0;1;1
7;4;8;;0;0;0;0;;1;0;1;1
0;4;2;920.0;0;0;1;0;613.0;0;0;1;1
1;7;2;400.0;0;0;0;0;527.675;0;0;1;1
4;4;2;600.0;1;0;0;0;422.17500000000007;0;0;1;1
1;5;1;;1;0;0;0;;1;0;1;1
0;4;1;320.0;1;0;1;0;493.79999999999995;0;0;0;1
19;4;2;800.0;1;0;0;1;506.57500000000005;0;0;1;1
0;3;7;620.0;1;1;0;0;628.75;0;1;0;1
4;3;3;360.0;0;0;0;0;467.57499999999993;0;0;1;1
3;6;9;500.0;1;0;0;0;485.125;0;0;1;1
0;8;2;660.0;1;0;1;0;423.5;0;0;1;1
19;4;13;0.0;1;0;0;1;454.525;0;1;0;1
1;3;9;;1;0;1;0;;1;0;1;1
1;3;12;;0;0;0;0;;1;1;0;1
10;2;13;;1;0;0;0;;1;0;0;1
1;5;3;440.0;1;0;1;0;512.125;0;1;0;1
19;4;7;900.0;1;0;0;1;633.8499999999999;1;1;0;1
0;4;9;560.0;0;0;0;1;519.925;0;0;1;1
3;3;13;780.0;0;0;0;0;624.675;0;0;1;1
5;4;3;;1;0;0;0;;1;0;1;1
9;1;1;860.0;0;0;0;0;761.7249999999999;0;1;0;1
7;7;1;;0;0;1;0;;1;0;1;1
0;4;1;0.0;1;0;1;0;433.67499999999995;0;1;0;1
0;2;2;0.0;0;0;1;0;500.5;1;0;1;1
1;4;8;680.0;0;0;0;1;517.025;0;1;0;1
2;3;12;840.0;1;0;0;0;602.725;0;1;0;1
1;3;3;780.0;0;1;0;0;488.79999999999995;0;1;0;1
10;4;16;;1;0;0;0;;1;0;1;1
19;4;3;700.0;1;0;0;0;493.025;0;1;0;1
0;2;1;740.0;1;1;0;0;562.8;0;1;0;1
10;3;2;540.0;1;0;0;0;429.8;0;1;0;1
19;3;1;480.0;1;0;0;1;440.125;0;0;1;1
10;2;9;540.0;0;0;0;0;546.675;0;0;1;1
2;4;4;600.0;0;0;0;0;499.35;0;0;1;1
1;5;10;740.0;1;0;1;0;551.0250000000001;0;1;0;1
12;2;4;;0;0;0;0;;1;0;0;1
3;2;0;;0;0;0;0;;1;0;1;1
4;2;1;0.0;0;0;0;0;449.6;1;0;1;1
1;5;2;780.0;1;0;1;0;541.7750000000001;0;0;1;1
2;5;3;700.0;1;0;0;0;515.425;0;0;1;1
6;1;2;;1;0;0;0;;1;1;0;1
6;4;1;580.0;1;0;0;0;462.225;0;1;0;1
0;5;5;840.0;1;0;0;1;576.0500000000001;0;1;0;1
10;2;11;480.0;0;0;0;0;561.425;0;1;0;1
0;4;11;880.0;1;0;0;1;600.2;0;1;0;1
3;2;2;620.0;1;0;0;0;601.4;0;1;0;1
9;2;1;720.0;0;0;0;0;546.9250000000001;0;0;1;1
1;4;1;;0;0;1;0;;1;1;0;1
9;3;11;920.0;1;0;0;0;688.875;0;0;1;1
9;5;1;720.0;0;0;0;0;564.8000000000001;0;0;1;1
6;5;2;;1;0;1;0;;1;0;1;1
2;2;2;680.0;0;0;1;0;530.25;0;1;0;1
4;1;1;;1;0;0;0;;1;0;1;1
9;4;1;;1;0;0;0;;1;0;1;1
13;2;16;;1;0;0;0;;1;1;0;1
1;4;3;840.0;1;0;0;0;531.6;0;1;0;1
1;4;3;500.0;0;0;1;0;429.25;0;0;1;1
9;2;8;960.0;0;0;0;0;597.9;0;1;0;1
8;5;1;520.0;0;0;0;0;392.05;0;0;1;1
9;4;10;;0;0;0;0;;1;1;0;1
0;2;2;640.0;0;0;1;0;554.825;0;0;1;0
3;3;2;;1;0;0;0;;1;1;0;1
1;2;10;620.0;1;0;1;0;550.75;0;0;1;1
9;1;1;720.0;0;0;0;0;646.6750000000001;0;0;1;1
1;3;4;560.0;0;0;0;0;616.4749999999999;0;1;0;1
3;4;10;840.0;1;0;0;0;649.225;0;0;1;1
1;2;16;;1;0;0;0;;1;0;1;1
1;3;7;;0;0;0;0;;1;1;0;1
1;4;10;940.0;1;0;0;0;647.05;0;1;0;1
1;4;16;440.0;1;0;1;0;450.925;0;0;1;1
9;3;3;;1;0;0;0;;1;0;1;1
1;4;2;;0;0;0;0;;1;1;0;1
0;5;3;640.0;1;0;0;1;539.125;0;0;1;1
5;3;2;720.0;0;0;0;0;545.7;0;0;1;1
0;4;3;;1;0;1;0;;1;1;0;1
2;4;2;640.0;1;0;0;0;501.87500000000006;0;0;1;1
2;4;15;860.0;1;0;0;0;680.1;0;1;0;1
1;4;10;740.0;1;0;0;0;486.15;0;1;0;1
0;2;14;;0;1;0;0;;1;1;0;1
2;3;2;;1;0;0;0;;1;1;0;1
0;3;2;680.0;1;0;0;1;574.4250000000001;0;1;0;1
0;2;16;360.0;0;0;0;1;425.1;0;0;1;1
11;2;2;340.0;1;0;0;0;477.725;0;1;0;1
4;4;8;720.0;0;0;0;0;613.35;0;0;1;1
0;4;11;600.0;1;0;0;1;568.8499999999999;0;1;0;1
2;3;10;900.0;1;0;0;0;752.425;0;1;0;1
0;4;10;700.0;0;0;0;1;621.125;0;0;1;1
0;4;16;0.0;1;0;0;1;468.65;0;0;1;1
11;4;8;620.0;1;0;0;0;639.1;0;1;0;1
0;3;1;620.0;1;0;0;1;439.94999999999993;0;0;1;1
0;4;8;0.0;0;0;1;0;488.5;0;0;1;1
4;3;1;760.0;0;0;0;0;513.275;0;1;0;0
19;2;2;700.0;1;0;1;0;520.1;0;0;1;1
19;5;13;700.0;1;0;0;1;495.75;0;0;1;1
1;3;2;;0;0;1;0;;1;1;0;1
14;1;1;;1;0;0;0;401.5;1;0;1;1
1;4;7;860.0;0;0;0;0;719.875;0;1;0;1
2;4;3;;1;0;0;0;;1;1;0;1
2;5;2;760.0;1;0;1;0;539.25;0;1;0;1
19;4;2;880.0;1;0;0;1;556.225;0;0;1;1
1;3;2;820.0;1;0;0;0;581.575;0;0;1;1
4;4;2;640.0;0;0;0;0;474.1;1;0;1;1
2;4;3;;0;0;0;0;;1;1;0;1
0;6;1;;1;0;1;0;;1;1;0;1
2;5;3;820.0;1;0;0;0;564.25;0;1;0;1
0;4;2;500.0;0;0;0;1;416.57500000000005;0;0;1;0
1;2;1;520.0;0;0;1;0;583.4499999999999;0;0;1;1
0;4;8;880.0;0;0;0;1;552.425;0;1;0;1
1;4;1;520.0;0;0;1;0;458.8;0;0;1;1
1;2;16;560.0;0;0;1;0;489.425;0;1;0;1
12;2;8;;0;0;0;0;;1;0;1;1
9;2;12;;1;0;0;0;;1;0;0;1
1;4;3;;1;0;1;0;;1;0;1;1
3;2;1;;1;0;1;0;;1;0;1;1
19;6;8;940.0;1;0;0;1;565.125;0;1;0;1
19;4;1;600.0;1;0;0;1;493.37499999999994;0;1;0;1
1;4;9;440.0;0;0;1;0;463.875;0;0;1;1
3;6;8;840.0;1;0;0;0;500.82499999999993;0;0;1;1
0;4;9;600.0;1;0;1;0;456.875;0;1;0;1
0;4;7;820.0;0;1;0;0;623.575;0;1;0;1
1;2;2;540.0;1;0;1;0;433.15;0;0;1;1
4;3;11;880.0;1;0;0;0;555.675;0;1;0;1
1;3;1;660.0;1;0;1;0;558.575;0;0;1;1
11;4;2;580.0;0;0;0;0;515.475;0;0;1;1
0;6;8;620.0;1;0;1;0;481.35;0;1;0;1
3;3;3;660.0;0;0;1;0;543.9250000000001;0;0;1;1
1;5;4;;0;0;1;0;;1;1;0;1
0;4;3;900.0;1;0;0;1;518.5;0;1;0;1
4;2;1;;0;0;0;0;;1;1;0;1
1;3;10;800.0;1;0;0;0;560.15;0;1;0;1
0;4;8;600.0;0;0;1;0;561.4;0;1;0;1
1;4;2;600.0;1;0;1;0;539.575;0;0;1;1
2;4;2;620.0;1;0;0;0;539.3999999999999;0;0;1;1
4;4;1;620.0;1;0;0;0;443.525;0;0;1;1
1;5;1;520.0;0;0;1;0;520.125;0;0;1;0
19;5;1;0.0;1;0;0;1;439.35;1;0;1;1
0;2;1;;0;0;1;0;;1;0;1;0
1;3;2;680.0;0;0;1;0;541.725;0;1;0;1
0;4;2;880.0;0;0;1;0;664.2249999999999;0;1;0;1
1;4;16;740.0;1;0;0;1;489.15;0;0;1;0
2;2;1;620.0;1;0;0;0;466.575;0;0;1;1
0;6;2;520.0;0;0;1;0;430.175;0;0;1;0
4;2;11;940.0;0;0;0;0;696.0;0;1;0;1
7;2;1;;0;0;0;0;;1;0;1;1
2;4;9;800.0;1;0;0;0;531.7249999999999;0;0;1;1
1;3;3;560.0;1;0;1;0;507.4;0;0;1;1
6;5;10;;1;0;0;0;;1;1;0;1
0;3;10;420.0;0;1;0;0;472.5;0;1;0;1
19;3;1;;1;0;0;1;;1;0;1;1
10;3;3;;0;0;0;0;;1;0;1;1
10;3;10;580.0;1;0;0;0;555.55;0;0;1;1
12;5;3;340.0;1;0;0;0;491.15000000000003;0;1;0;1
2;3;2;660.0;0;0;1;0;448.55000000000007;0;0;1;1
7;8;10;600.0;1;0;0;0;549.725;0;0;1;1
5;2;2;660.0;1;0;0;0;484.70000000000005;0;1;0;1
1;4;1;460.0;1;0;1;0;433.75;1;0;1;1
8;3;2;520.0;1;0;0;0;460.375;0;0;1;1
1;8;1;520.0;1;0;0;0;429.52500000000003;0;1;0;0
1;5;1;;1;0;1;0;;1;0;1;1
2;2;1;600.0;0;0;1;0;423.09999999999997;0;1;0;0
2;3;2;480.0;0;0;0;0;548.9749999999999;0;0;1;1
9;5;1;;1;0;0;0;;1;0;1;1
1;4;3;360.0;1;0;1;0;451.04999999999995;0;0;1;1
19;2;1;800.0;1;0;0;1;481.4;0;0;1;1
5;5;7;900.0;1;0;0;0;703.975;0;1;0;1
1;3;8;660.0;0;1;0;0;558.925;0;1;0;1
1;5;2;600.0;0;0;0;1;529.925;0;1;0;1
3;7;1;360.0;0;0;0;0;448.475;0;0;1;0
10;4;3;640.0;0;0;0;0;529.275;0;1;0;1
1;3;13;;1;0;1;0;;1;0;1;1
5;5;11;780.0;1;0;0;0;487.17499999999995;0;0;1;1
19;4;10;580.0;1;0;0;1;527.625;0;0;1;1
0;3;1;860.0;1;1;0;0;604.0;0;1;0;1
0;4;9;900.0;0;1;0;0;633.1999999999999;0;1;0;1
0;4;15;620.0;1;1;0;0;462.325;0;1;0;1
2;4;1;0.0;1;0;0;0;419.975;0;0;1;0
0;3;2;840.0;1;0;1;0;528.425;0;1;0;1
2;3;1;640.0;1;0;0;0;532.0250000000001;0;0;1;1
2;6;12;520.0;0;0;0;0;633.9000000000001;0;0;1;1
1;3;1;;0;0;1;0;;1;0;1;1
1;2;2;880.0;1;1;0;0;507.97499999999997;0;0;1;1
2;4;1;;1;0;0;0;;1;0;1;0
11;2;16;;1;0;0;0;;1;0;1;1
2;4;12;920.0;1;0;0;0;610.225;0;1;0;1
0;4;1;860.0;0;0;1;0;608.975;0;0;1;1
1;3;3;680.0;1;0;1;0;467.5;0;0;1;1
0;4;7;860.0;1;1;0;0;615.675;0;1;0;1
2;3;1;560.0;0;0;0;0;443.34999999999997;0;1;0;1
7;3;15;;0;0;0;0;;1;1;0;1
1;3;1;;0;0;1;0;;1;1;0;1
9;3;1;700.0;1;0;0;0;484.97499999999997;0;0;1;1
0;5;11;680.0;0;0;0;1;583.225;0;1;0;1
19;4;11;660.0;1;0;0;1;431.45000000000005;1;1;0;1
19;3;12;800.0;1;0;0;1;461.72499999999997;0;1;0;1
0;5;0;760.0;0;0;0;1;590.225;0;1;0;1
7;5;8;;1;0;0;0;;1;0;1;1
19;5;3;560.0;0;0;0;1;454.6;1;0;1;1
4;4;1;;0;0;1;0;;1;1;0;0
0;4;11;840.0;0;0;1;0;589.4250000000001;0;0;1;1
1;4;2;540.0;1;0;1;0;486.65000000000003;0;0;1;1
9;3;8;700.0;0;0;0;0;617.625;0;0;1;1
1;5;2;580.0;1;0;0;0;424.07500000000005;0;0;1;0
10;2;2;;0;0;0;0;;1;1;0;1
4;7;1;;0;0;0;0;;1;0;1;0
1;3;10;900.0;1;1;0;0;644.2;0;0;1;1
1;4;12;0.0;0;0;0;0;213.0;1;0;1;1
2;5;2;;0;0;1;0;;1;1;0;1
1;1;13;;0;0;0;0;;1;1;0;1
0;2;2;740.0;1;1;0;0;513.325;0;1;0;1
13;2;16;;1;0;0;0;;1;0;1;1
0;3;11;620.0;0;1;0;0;558.275;0;1;0;1
1;2;16;;0;0;0;1;;1;0;1;0
0;4;3;580.0;1;0;1;0;484.95;0;1;0;1
1;3;1;520.0;1;0;0;0;418.6;0;0;1;1
0;3;9;;1;0;1;0;;1;1;0;1
2;5;3;460.0;1;0;0;0;467.72499999999997;0;0;1;1
9;2;2;640.0;1;0;0;0;564.1499999999999;0;0;1;1
19;3;13;780.0;1;0;0;1;488.99999999999994;0;1;0;1
1;4;2;;1;0;1;0;;1;0;1;1
1;3;8;;1;0;0;0;;1;1;0;1
14;3;1;620.0;1;0;0;0;476.57500000000005;0;0;1;1
0;5;1;;1;0;1;0;;1;0;1;1
0;4;10;760.0;0;1;0;0;582.9749999999999;0;0;1;1
6;4;1;600.0;0;0;0;0;504.775;0;0;1;0
2;3;1;;1;0;0;0;;1;1;0;1
15;2;1;;1;0;0;0;;1;0;1;1
1;4;1;900.0;0;0;1;0;587.3;0;0;1;0
9;1;3;660.0;0;0;0;0;469.8;0;0;1;1
0;4;3;800.0;1;0;0;1;431.95;0;0;1;1
19;5;10;0.0;0;0;0;1;529.825;0;0;1;1
8;3;1;640.0;1;0;0;0;454.5;0;0;1;1
0;3;10;800.0;1;0;1;0;533.85;0;1;0;1
9;5;1;;1;0;1;0;;1;1;0;1
4;3;0;820.0;0;0;0;0;646.775;0;1;0;1
1;2;2;720.0;1;0;1;0;497.475;0;0;1;1
19;5;3;540.0;1;0;0;1;511.9;1;1;0;1
9;2;1;;0;0;0;0;;1;1;0;1
0;5;16;600.0;1;0;1;0;440.3;0;1;0;1
0;5;5;720.0;1;0;1;0;544.4499999999999;0;0;1;1
14;3;15;;1;0;0;0;;1;1;0;1
3;3;1;840.0;0;0;0;0;582.7;0;1;0;1
13;4;11;520.0;0;0;0;0;392.05;1;0;1;1
0;5;10;660.0;0;0;0;1;630.4;0;0;1;1
2;2;2;720.0;1;0;0;0;566.975;0;0;1;1
1;4;1;760.0;1;0;1;0;509.7;0;0;1;1
0;4;12;760.0;1;1;0;0;576.175;0;1;0;1
9;3;1;380.0;0;0;0;0;466.95000000000005;0;1;0;1
1;4;8;900.0;1;0;1;0;563.475;0;0;1;1
19;5;15;740.0;0;0;0;1;518.8;0;0;1;1
3;3;1;380.0;0;0;0;0;545.3;0;1;0;1
0;3;3;860.0;0;0;0;1;614.2750000000001;0;0;1;1
0;4;11;640.0;1;0;1;0;550.4250000000001;0;0;1;1
0;3;1;580.0;1;0;0;1;414.75;0;0;1;1
10;1;1;740.0;1;0;0;0;422.29999999999995;0;0;1;1
0;3;5;860.0;0;0;0;1;548.05;0;1;0;1
2;5;16;;0;0;1;0;;1;0;1;1
0;3;14;800.0;0;1;0;0;530.025;0;1;0;1
0;4;12;780.0;0;1;0;0;583.1750000000001;0;0;1;1
1;2;1;680.0;1;1;0;0;513.15;0;1;0;1
19;3;14;880.0;1;0;0;1;598.05;1;1;0;1
1;4;3;500.0;0;0;1;0;549.9;0;1;0;1
0;3;13;600.0;1;0;1;0;504.42499999999995;0;1;0;1
2;2;2;720.0;1;0;0;0;522.075;0;0;1;1
15;1;3;320.0;1;0;0;0;455.97499999999997;0;0;1;0
1;5;1;700.0;1;0;1;0;553.725;0;1;0;1
13;4;2;520.0;1;0;0;0;531.625;0;0;1;1
2;5;2;520.0;1;0;0;0;482.65000000000003;0;0;1;1
0;4;6;600.0;0;0;1;0;542.825;0;1;0;1
0;3;2;600.0;1;0;0;1;514.2;0;1;0;1
2;3;3;360.0;0;0;0;0;560.7;0;0;1;1
4;2;3;;1;0;0;0;;1;1;0;1
19;4;1;900.0;0;0;0;1;516.125;0;0;1;1
10;5;16;;1;0;0;0;;1;0;1;1
12;3;3;;1;0;0;0;;1;0;1;1
1;3;3;800.0;1;0;0;0;531.35;0;0;1;1
1;3;9;;0;0;0;0;;1;0;1;1
3;2;1;;1;0;0;0;;1;1;0;1
0;3;2;500.0;1;0;0;1;400.70000000000005;0;0;1;1
2;4;3;680.0;1;0;1;0;468.7;0;1;0;1
7;4;8;;0;0;0;0;;1;0;1;1
1;6;1;;0;0;1;0;;1;0;1;0
0;6;1;400.0;1;0;1;0;402.625;0;0;1;1
19;3;2;600.0;1;0;0;1;536.95;0;1;0;1
19;4;6;740.0;0;0;0;1;616.975;0;1;0;1
1;4;1;;1;0;1;0;;1;1;0;0
11;3;9;700.0;0;0;0;0;590.4000000000001;0;1;0;0
0;3;9;920.0;0;0;0;1;564.5250000000001;0;0;1;1
6;2;3;;0;0;1;0;;1;0;1;1
19;3;7;860.0;1;0;0;1;531.1999999999999;0;1;0;1
7;4;11;780.0;1;0;0;0;622.95;0;1;0;1
1;3;1;680.0;0;1;0;0;525.55;0;1;0;1
6;3;3;500.0;0;0;0;0;456.55;0;1;0;1
1;3;13;;0;0;1;0;;1;1;0;1
19;4;11;740.0;0;0;0;1;585.125;0;1;0;1
19;4;3;660.0;0;0;1;0;467.0;0;0;1;1
2;4;8;680.0;0;0;0;0;605.875;0;1;0;1
5;5;9;;1;0;0;0;;1;0;1;1
1;5;1;580.0;1;0;1;0;461.175;0;1;0;1
1;3;7;560.0;0;1;0;0;578.15;0;1;0;1
2;1;8;;0;0;0;0;;1;1;0;1
0;4;16;;0;0;0;1;;1;0;1;0
9;2;3;;1;0;0;0;;1;1;0;1
2;3;12;360.0;1;0;1;0;456.75;0;0;1;1
1;4;12;700.0;0;0;1;0;477.025;0;1;0;1
0;5;12;940.0;1;1;0;0;657.325;0;1;0;1
1;5;2;;0;0;1;0;;1;1;0;1
0;4;2;880.0;1;0;1;0;484.07499999999993;0;0;1;1
0;3;1;;1;0;1;0;;1;0;1;0
2;3;1;500.0;1;0;0;0;379.875;0;0;1;1
0;4;3;;1;0;1;0;;1;1;0;1
1;4;10;900.0;0;0;0;0;607.9000000000001;0;1;0;1
12;3;1;600.0;1;0;0;0;420.05;0;0;1;1
0;3;3;560.0;1;0;0;1;460.29999999999995;1;0;1;1
1;4;13;;1;0;1;0;;1;0;1;1
4;3;9;520.0;1;0;0;0;473.325;0;0;1;1
4;3;9;740.0;1;0;0;0;659.9499999999999;0;1;0;1
19;5;1;0.0;1;0;0;1;453.15000000000003;0;0;1;1
19;4;3;960.0;1;0;0;1;646.5250000000001;0;1;0;1
9;2;2;780.0;0;0;0;0;385.875;0;0;1;1
0;4;1;0.0;0;0;0;1;395.32500000000005;0;1;0;1
1;3;9;640.0;0;0;1;0;585.375;0;0;1;1
6;3;1;;0;0;0;0;;1;0;1;1
3;2;1;480.0;0;0;1;0;481.175;0;0;1;1
3;3;2;;1;0;0;0;;1;1;0;1
3;5;1;;1;0;1;0;;1;0;1;1
0;5;14;580.0;1;0;1;0;538.4;0;1;0;1
1;4;10;720.0;1;0;1;0;590.1;0;0;1;1
7;5;8;;1;0;0;0;;1;0;0;1
1;2;10;620.0;1;0;1;0;501.57500000000005;0;1;0;0
1;4;3;0.0;1;0;1;0;539.0;1;1;0;1
2;4;2;;1;0;0;0;;1;0;1;1
4;1;1;;1;0;0;0;;1;1;0;1
1;3;1;700.0;0;0;1;0;519.625;0;0;1;1
14;3;3;360.0;0;0;0;0;447.1;1;0;1;1
2;4;1;560.0;0;0;0;0;460.55;0;0;1;1
2;2;2;620.0;0;0;1;0;606.525;0;1;0;1
19;7;1;580.0;1;0;0;1;488.1;0;1;0;1
1;4;2;660.0;1;0;1;0;519.5;0;1;0;1
19;5;11;600.0;0;0;0;1;484.0;0;1;0;1
9;4;1;;1;0;1;0;;1;1;0;1
1;6;13;800.0;1;1;0;0;578.7249999999999;0;0;1;1
4;4;10;560.0;0;0;1;0;447.475;0;0;1;1
6;4;16;560.0;1;0;1;0;514.1500000000001;0;0;1;1
1;4;3;0.0;1;0;1;0;392.625;0;1;0;1
6;4;2;;0;0;0;0;;1;1;0;1
9;3;1;540.0;1;0;0;0;505.44999999999993;0;0;1;1
0;5;0;;1;1;0;0;;1;1;0;1
3;4;1;520.0;1;0;0;0;524.25;0;0;1;1
1;6;8;620.0;0;0;1;0;480.1;0;0;1;1
3;4;2;;1;0;0;0;;1;0;1;1
0;5;2;0.0;0;0;1;0;397.7;1;0;1;1
9;3;1;;1;0;0;0;;1;0;1;1
1;4;2;;1;0;0;0;;1;1;0;1
19;2;1;740.0;1;0;0;1;542.925;0;1;0;1
0;4;2;580.0;1;0;0;1;398.85;0;0;1;1
10;1;1;;0;0;1;0;;1;0;1;1
16;1;10;540.0;0;0;0;0;606.3;0;0;1;1
1;3;2;0.0;1;0;1;0;516.3;1;0;1;1
1;3;1;380.0;1;0;1;0;435.625;0;0;1;1
5;3;2;440.0;1;0;0;0;610.0500000000001;0;0;1;1
11;3;1;;1;0;0;0;;1;0;1;1
1;2;10;680.0;1;0;1;0;514.9000000000001;0;1;0;1
1;2;2;740.0;1;0;1;0;526.875;0;1;0;1
11;2;11;;1;0;1;0;;1;1;0;1
13;4;2;340.0;1;0;0;0;498.0;0;0;1;1
4;3;3;580.0;0;0;0;0;547.9250000000001;0;1;0;1
10;2;1;540.0;0;0;0;0;534.7249999999999;0;1;0;1
10;3;1;;1;0;0;0;;1;0;1;1
1;8;9;;0;0;1;0;;1;0;1;1
0;4;2;760.0;0;0;0;1;522.025;0;1;0;1
10;7;3;320.0;0;0;0;0;440.54999999999995;0;0;1;1
19;3;8;740.0;0;0;0;1;543.05;0;1;0;1
5;6;1;;1;0;0;0;;1;0;1;1
