faixa_etaria;tamanho_familia;renda_familiar;redacao;sexo_feminino;escola_privada;escola_publica;treineiro;media_objetivas;faltou;branco_amarelo;preto_pardo_indigena;acesso_tecnologia
9;4;1;;1;0;0;0;;1;0;1;1
1;3;2;;1;0;1;0;;1;1;0;1
1;3;8;;1;0;0;0;;1;1;0;1
11;5;3;;1;0;0;0;;1;0;1;1
0;4;3;540.0;0;0;0;1;532.325;0;1;0;1
1;3;2;840.0;1;0;1;0;491.45;0;0;1;1
1;3;2;;1;0;1;0;;1;0;1;1
3;2;1;0.0;0;0;0;0;406.9;1;0;1;1
0;7;1;;1;0;1;0;;1;0;1;1
5;4;11;;1;0;0;0;;1;1;0;1
5;3;3;520.0;0;0;0;0;424.3;0;0;1;1
19;3;1;360.0;1;0;0;1;450.34999999999997;0;1;0;1
19;4;13;340.0;1;0;0;1;450.67499999999995;0;1;0;1
3;4;1;;0;0;0;0;405.0;1;0;1;1
0;8;11;560.0;0;0;1;0;468.00000000000006;0;1;0;1
1;4;1;740.0;1;0;1;0;454.1;0;0;0;1
0;3;3;760.0;1;0;1;0;489.20000000000005;0;0;1;1
11;3;1;;1;0;0;0;;1;1;0;1
7;4;5;860.0;1;0;0;0;646.45;0;1;0;1
19;4;8;840.0;1;0;0;1;500.475;0;1;0;1
19;4;2;600.0;1;0;0;1;476.725;0;0;1;1
3;4;8;980.0;1;0;0;0;663.7;0;1;0;1
9;2;3;;1;0;0;0;;1;1;0;1
13;4;13;400.0;0;0;0;0;576.825;0;0;1;1
2;2;1;;1;0;1;0;;1;0;1;0
0;2;1;600.0;0;0;1;0;546.0999999999999;0;0;1;1
5;3;9;880.0;0;0;0;0;636.95;0;1;0;1
2;2;1;600.0;1;0;1;0;404.65;0;0;1;0
1;3;8;580.0;1;0;1;0;456.825;0;0;1;1
0;2;8;800.0;1;1;0;0;590.45;0;1;0;1
2;3;1;780.0;1;0;1;0;526.825;0;1;0;1
0;4;10;340.0;1;0;1;0;479.79999999999995;0;0;1;1
1;4;3;580.0;1;0;1;0;533.525;0;0;1;1
0;5;15;940.0;0;0;0;1;664.775;0;1;0;1
7;3;2;800.0;1;0;0;0;468.1;0;0;1;1
1;3;3;780.0;1;1;0;0;442.05;0;1;0;1
0;3;16;540.0;0;0;1;0;461.625;0;0;1;0
9;6;3;;1;0;0;0;;1;0;1;1
10;2;8;;1;0;0;0;;1;0;1;1
0;4;2;560.0;0;0;0;1;527.6500000000001;0;0;1;1
1;3;2;680.0;1;0;1;0;582.3499999999999;0;0;1;1
0;5;2;580.0;0;0;1;0;463.25;0;1;0;1
19;4;11;740.0;1;0;0;1;664.575;0;1;0;1
2;4;1;840.0;0;0;0;0;626.275;0;1;0;1
19;3;1;580.0;1;0;0;1;532.6;0;1;0;1
1;4;3;;0;0;1;0;;1;0;1;1
19;3;2;500.0;0;0;0;1;432.175;0;0;1;1
1;5;3;;0;0;1;0;;1;1;0;1
2;4;10;940.0;1;0;0;0;697.875;0;0;0;1
19;3;1;640.0;1;0;0;1;470.90000000000003;0;0;1;1
0;3;3;;1;0;1;0;;1;1;0;1
1;5;1;;1;0;1;0;;1;0;1;1
19;3;7;880.0;0;0;0;1;607.8249999999999;0;0;1;1
2;3;8;;1;0;0;0;;1;0;1;1
0;2;8;880.0;0;0;1;0;666.575;0;1;0;1
0;5;8;680.0;1;0;1;0;549.9000000000001;1;1;0;1
0;4;3;620.0;0;0;1;0;490.05;0;1;0;1
0;5;1;580.0;0;0;1;0;527.4;0;0;1;1
4;3;1;480.0;0;0;1;0;463.09999999999997;0;0;1;1
1;2;1;;0;0;1;0;;1;0;1;1
0;4;12;880.0;0;1;0;0;625.825;0;0;1;1
1;4;9;820.0;0;1;0;0;519.05;0;1;0;1
1;4;2;;1;0;0;0;;1;0;1;1
0;3;1;640.0;0;0;1;0;484.84999999999997;0;0;1;1
1;9;1;540.0;1;0;1;0;450.59999999999997;0;0;1;0
0;2;8;760.0;1;1;0;0;585.0;0;0;1;1
1;3;16;;1;0;1;0;;1;0;1;1
1;5;13;840.0;1;1;0;0;674.2;0;1;0;1
19;4;10;840.0;1;0;0;1;480.32500000000005;0;0;1;1
2;5;11;;1;0;0;0;;1;0;1;1
0;5;3;0.0;0;0;1;0;533.5250000000001;0;0;1;1
7;3;1;;0;0;0;0;;1;0;1;1
2;4;3;580.0;0;0;0;0;578.575;0;0;1;1
11;5;16;;1;0;0;0;;1;0;1;1
1;4;8;840.0;1;1;0;0;638.4;0;1;0;1
9;4;2;480.0;0;0;0;0;515.0500000000001;0;0;1;1
9;2;1;;1;0;0;0;;1;1;0;1
1;2;4;920.0;1;1;0;0;587.9250000000001;0;1;0;1
1;3;3;520.0;1;0;1;0;522.575;0;0;1;1
3;2;1;;0;0;0;0;;1;0;1;1
0;3;9;540.0;1;1;0;0;452.275;0;1;0;1
12;3;1;;0;0;0;0;;1;0;1;0
2;10;9;480.0;1;0;1;0;475.40000000000003;0;0;1;1
9;1;16;;1;0;0;0;;1;0;1;1
3;4;1;780.0;1;0;0;0;442.075;0;0;1;0
9;5;6;840.0;0;0;0;0;624.425;0;0;1;1
3;7;3;0.0;1;0;0;0;436.44999999999993;0;0;1;1
1;3;11;560.0;0;1;0;0;545.15;0;0;1;1
1;10;1;340.0;1;0;0;0;463.5;0;0;1;1
0;4;4;620.0;0;0;0;1;617.0999999999999;0;1;0;1
4;4;1;;1;0;0;0;;1;0;1;1
3;4;2;580.0;0;0;0;0;524.025;0;0;1;1
0;6;1;;0;0;1;0;;1;0;1;1
7;3;1;;1;0;0;0;;1;0;1;1
0;4;9;860.0;0;0;0;1;544.725;0;0;1;1
1;4;10;;0;0;1;0;;1;0;1;1
1;4;11;0.0;0;0;1;0;447.65;0;1;0;1
19;4;15;880.0;1;0;0;1;620.5749999999999;0;1;0;1
1;3;8;620.0;0;0;0;0;570.85;0;0;1;1
0;4;1;600.0;1;0;1;0;494.575;0;0;1;0
8;2;4;;1;0;0;0;;1;0;1;1
9;3;1;520.0;1;0;0;0;443.625;0;0;1;0
1;3;1;;1;0;1;0;;1;1;0;1
3;4;9;;0;0;0;0;;1;0;1;1
13;2;13;;1;0;0;0;;1;0;1;1
1;4;16;0.0;1;0;1;0;381.6;0;0;1;0
0;2;2;820.0;1;0;0;1;495.85;0;0;1;1
0;5;2;640.0;0;0;1;0;601.7;0;0;1;1
19;4;7;720.0;1;0;0;1;567.775;0;1;0;1
1;3;8;820.0;0;0;1;0;584.2249999999999;0;0;1;1
1;4;1;420.0;0;0;1;0;420.225;0;0;1;1
2;6;13;840.0;0;0;0;0;650.8;0;1;0;1
11;2;3;700.0;0;0;0;0;635.725;0;0;1;1
19;4;8;600.0;0;0;0;1;457.9;0;0;1;0
1;3;2;760.0;1;0;1;0;531.525;0;1;0;1
0;3;11;840.0;1;1;0;0;550.45;0;1;0;1
2;4;1;;1;0;1;0;;1;1;0;0
5;6;1;;1;0;1;0;;1;0;1;1
1;4;0;;1;0;0;0;;1;1;0;1
1;4;10;;1;0;1;0;;1;1;0;1
0;1;5;920.0;0;1;0;0;635.275;0;1;0;1
9;3;2;;1;0;0;0;;1;1;0;1
2;4;11;900.0;0;0;0;0;697.3;0;0;1;1
9;5;1;360.0;0;0;0;0;448.125;0;0;1;0
2;3;1;560.0;1;0;0;0;493.72499999999997;0;1;0;1
19;4;3;620.0;1;0;0;1;519.625;0;0;1;1
0;4;11;860.0;0;1;0;0;728.125;0;1;0;1
1;7;14;660.0;1;0;1;0;464.90000000000003;0;0;1;1
13;3;2;540.0;1;0;0;0;459.70000000000005;0;0;1;1
9;5;10;660.0;0;0;0;0;557.1;0;0;0;1
1;6;8;420.0;1;0;1;0;402.65;0;0;1;1
9;5;8;;0;0;0;0;;1;1;0;1
0;4;1;0.0;1;0;0;1;479.025;0;1;0;1
1;4;4;840.0;1;0;1;0;587.0;0;0;1;1
6;3;1;340.0;1;0;0;0;395.225;0;0;1;1
1;2;3;500.0;1;0;1;0;454.75;0;1;0;1
5;5;3;;0;0;1;0;;1;0;1;1
3;5;10;760.0;0;0;0;0;599.725;0;0;1;1
1;3;16;;0;0;1;0;;1;0;1;1
19;3;1;760.0;1;0;1;0;457.95000000000005;0;0;1;1
4;3;11;500.0;1;0;0;0;558.45;0;1;0;1
9;2;2;880.0;1;0;0;0;635.0;0;0;1;1
2;4;9;640.0;1;0;0;0;564.85;0;0;1;1
19;3;3;500.0;1;0;0;1;496.17499999999995;0;0;1;1
1;2;3;560.0;1;0;1;0;492.1;0;1;0;1
14;1;1;;0;0;0;0;;1;1;0;0
3;4;2;;1;0;1;0;;1;0;1;1
1;4;3;880.0;1;0;0;0;682.8;0;1;0;1
11;3;1;;0;0;0;0;;1;0;1;1
5;3;11;600.0;0;0;0;0;590.725;0;1;0;1
2;8;2;;0;0;1;0;;1;1;0;1
19;5;8;920.0;1;0;0;1;516.9;0;1;0;1
0;2;1;500.0;1;0;0;1;437.92499999999995;0;0;1;0
3;3;1;;1;0;0;0;;1;0;1;1
0;4;1;800.0;1;0;1;0;444.82499999999993;0;0;1;1
1;4;1;;0;0;0;0;;1;1;0;1
0;2;3;460.0;1;0;1;0;424.09999999999997;0;0;1;1
0;3;9;480.0;1;0;1;0;460.3;0;0;1;1
5;2;2;;1;0;0;0;;1;1;0;1
1;3;15;800.0;1;1;0;0;586.275;0;1;0;1
7;5;2;;1;0;0;0;;1;0;1;1
7;3;16;;0;0;0;0;;1;1;0;0
1;4;1;580.0;1;0;1;0;439.92499999999995;0;0;1;0
2;3;1;600.0;1;0;0;0;429.95;0;0;1;0
19;4;11;600.0;1;0;0;1;538.975;0;1;0;1
1;4;11;620.0;0;0;1;0;460.35;0;0;1;1
4;3;1;;0;0;0;0;;1;1;0;0
0;3;3;560.0;1;0;1;0;565.375;0;1;0;1
10;5;16;440.0;1;0;0;0;512.25;1;0;1;1
1;3;15;;0;0;0;0;;1;1;0;1
1;5;16;600.0;0;0;1;0;503.475;0;0;1;0
1;4;5;920.0;0;0;1;0;662.625;0;1;0;1
10;3;16;520.0;1;0;0;0;584.3;0;0;1;1
19;5;16;320.0;1;0;0;1;396.25;0;0;1;1
0;3;2;560.0;1;0;1;0;495.15000000000003;0;0;1;1
0;4;12;760.0;1;0;1;0;516.825;0;1;0;1
7;3;2;640.0;1;0;0;0;457.25;0;1;0;1
0;4;1;820.0;1;0;1;0;583.0;0;0;1;1
0;4;8;0.0;1;0;1;0;475.175;0;0;1;1
19;2;3;720.0;1;0;0;1;506.15000000000003;0;1;0;1
0;4;6;;1;1;0;0;;1;1;0;1
0;3;3;540.0;0;0;1;0;456.5;0;0;1;1
1;3;3;580.0;1;0;1;0;560.25;1;1;0;1
2;2;1;700.0;0;0;1;0;663.2249999999999;0;0;1;1
19;4;6;;1;0;0;1;;1;0;1;1
5;4;15;920.0;0;0;0;0;618.775;0;0;1;1
2;4;9;860.0;1;0;1;0;563.225;0;0;1;1
19;6;0;880.0;0;0;0;1;635.85;0;1;0;1
2;4;1;840.0;1;0;0;0;561.3499999999999;0;1;0;1
2;4;10;840.0;1;0;1;0;640.3499999999999;0;0;1;1
0;5;1;0.0;1;0;0;1;549.175;0;0;1;1
10;3;8;660.0;0;0;0;0;490.22499999999997;0;1;0;1
1;6;3;;0;0;1;0;;1;1;0;1
1;5;2;;1;0;0;0;;1;0;1;1
2;3;16;520.0;1;0;1;0;487.0;0;0;1;0
0;4;2;720.0;1;1;0;0;592.35;1;1;0;1
1;3;11;380.0;0;0;1;0;472.37499999999994;0;1;0;1
6;7;2;;1;0;0;0;;1;0;1;1
0;4;3;660.0;0;0;0;1;492.70000000000005;0;0;1;1
6;4;8;;1;0;0;0;;1;1;0;1
19;2;5;920.0;1;0;0;1;602.375;0;1;0;1
0;3;1;560.0;1;0;1;0;447.225;0;1;0;1
3;5;16;;1;0;0;0;;1;0;1;1
2;3;15;800.0;1;1;0;0;482.575;0;0;1;1
0;5;1;860.0;1;0;0;1;523.525;0;0;1;1
2;4;1;;1;0;1;0;;1;0;1;1
1;5;2;320.0;0;0;1;0;545.1;0;1;0;1
9;2;1;360.0;1;0;0;0;465.5;0;0;1;0
10;2;16;;0;0;0;0;;1;1;0;1
1;6;2;;0;0;1;0;;1;0;1;1
1;5;8;540.0;1;0;1;0;517.875;0;0;1;1
1;3;10;740.0;0;1;0;0;519.575;0;1;0;1
19;4;5;660.0;1;0;0;1;541.325;0;1;0;1
0;3;1;;0;0;0;1;;1;0;1;1
1;6;1;0.0;1;0;1;0;459.6;0;0;1;0
1;4;3;600.0;0;0;1;0;601.9;0;1;0;1
5;5;2;660.0;0;0;0;0;573.9;0;1;0;1
1;4;1;;1;0;1;0;;1;1;0;1
1;2;2;600.0;1;0;1;0;496.9;0;1;0;1
2;6;2;;1;0;0;0;;1;0;1;1
6;3;1;700.0;1;0;0;0;513.4;0;0;1;0
5;2;1;660.0;1;0;0;0;486.225;0;0;1;1
3;3;1;;1;0;1;0;;1;0;1;1
13;2;3;;0;0;0;0;;1;0;1;1
2;4;5;600.0;0;0;0;0;642.475;0;1;0;1
16;2;9;0.0;0;0;0;0;564.3000000000001;0;0;1;0
19;3;1;480.0;1;0;1;0;474.15;1;0;1;1
14;4;12;720.0;0;0;0;0;527.8499999999999;0;0;1;1
3;4;2;640.0;1;0;0;0;491.425;0;0;1;1
4;3;3;;0;0;0;0;;1;0;1;1
9;2;2;;1;0;0;0;;1;0;1;1
2;4;3;740.0;0;0;0;0;512.175;0;1;0;1
1;4;1;460.0;1;0;1;0;445.7;0;0;1;1
2;4;11;980.0;0;0;0;0;745.1999999999999;0;1;0;1
7;2;3;;0;0;0;0;;1;1;0;1
2;4;8;520.0;0;0;1;0;542.8;0;0;1;1
0;4;16;680.0;1;0;0;1;460.95000000000005;0;0;1;0
12;4;11;;1;0;0;0;;1;0;1;1
19;5;1;760.0;1;0;0;1;486.575;0;0;1;1
0;6;1;;1;0;1;0;;1;0;1;1
2;4;8;320.0;1;0;1;0;422.6;0;0;1;1
3;4;13;880.0;0;0;0;0;601.725;0;1;0;1
1;6;3;600.0;1;0;1;0;471.15000000000003;0;1;0;1
0;6;1;540.0;1;0;0;1;501.875;0;1;0;1
0;6;13;;1;0;1;0;;1;0;1;1
1;4;12;;0;0;0;0;;1;1;0;1
0;6;8;660.0;0;0;1;0;476.925;0;0;1;1
5;5;1;380.0;0;0;0;0;454.825;0;0;1;1
7;2;1;560.0;1;0;0;0;457.425;0;0;1;1
10;2;11;;1;0;0;0;;1;0;1;1
4;2;2;720.0;0;0;0;0;458.225;0;1;0;1
1;5;10;580.0;0;0;1;0;514.8;0;0;1;1
2;4;4;760.0;1;0;0;0;560.0;0;1;0;1
9;5;3;640.0;1;0;0;0;532.15;0;0;1;1
19;4;13;;0;0;0;1;;1;1;0;1
7;1;16;;0;0;0;0;;1;0;1;1
19;4;1;540.0;1;0;0;1;420.44999999999993;0;0;1;0
3;3;3;560.0;1;0;0;0;534.425;0;1;0;1
0;2;2;;1;0;1;0;;1;0;1;1
13;2;1;;1;0;0;0;;1;0;1;1
2;2;1;760.0;1;0;0;0;603.375;0;1;0;1
1;2;1;640.0;1;0;1;0;442.15;0;0;1;1
0;1;16;0.0;1;0;1;0;471.65;0;1;0;1
3;9;1;;1;0;0;0;;1;0;1;1
0;3;12;;0;0;0;1;;1;1;0;1
13;1;1;480.0;0;0;0;0;586.55;0;0;1;1
11;2;6;;0;0;0;0;;1;0;0;1
7;4;1;320.0;0;0;0;0;412.82500000000005;0;0;1;1
0;5;14;900.0;0;1;0;0;575.075;0;1;0;1
2;5;3;760.0;0;0;0;0;596.825;0;1;0;1
2;5;2;;0;0;0;0;;1;1;0;1
0;4;9;600.0;0;0;1;0;499.725;0;1;0;1
3;4;16;700.0;1;0;0;0;486.34999999999997;0;0;1;0
19;4;2;;1;0;0;1;;1;1;0;1
0;4;1;780.0;1;0;1;0;589.775;0;0;0;1
1;3;3;800.0;1;0;1;0;574.925;0;0;1;1
1;4;16;;1;0;1;0;;1;1;0;0
4;6;1;580.0;0;0;0;0;409.875;0;1;0;1
3;4;8;880.0;1;0;0;0;585.0;0;0;1;1
0;4;10;;1;0;0;1;;1;1;0;1
1;2;2;620.0;0;1;0;0;522.575;0;0;1;1
9;3;1;360.0;0;0;0;0;500.59999999999997;0;0;1;1
12;4;3;820.0;1;0;0;0;548.75;0;0;1;0
0;4;8;860.0;1;0;1;0;640.275;0;1;0;1
7;6;3;;0;0;0;0;;1;0;1;0
3;4;2;;1;0;0;0;;1;0;1;1
1;4;10;740.0;0;1;0;0;499.525;0;1;0;1
3;5;3;740.0;1;0;0;0;505.45;0;0;1;1
3;4;1;320.0;0;0;0;0;568.9;0;1;0;1
3;4;2;700.0;0;0;0;0;587.725;0;0;1;1
7;2;16;520.0;0;0;0;0;476.375;0;0;1;1
1;3;2;840.0;1;0;1;0;517.1999999999999;0;1;0;1
14;1;1;;0;0;0;0;500.85;1;0;1;1
14;5;8;580.0;1;0;0;0;537.625;0;0;1;1
2;4;6;840.0;1;0;0;0;548.7750000000001;0;1;0;1
19;4;16;720.0;1;0;0;1;484.37500000000006;0;1;0;1
0;7;2;760.0;1;0;1;0;473.125;0;0;1;1
10;2;1;;0;0;0;0;;1;0;1;1
0;7;16;640.0;1;0;1;0;519.675;0;0;1;1
1;6;16;500.0;1;0;1;0;417.47499999999997;0;1;0;0
2;4;8;760.0;1;0;0;0;502.5;0;0;1;1
9;1;1;420.0;0;0;0;0;495.025;0;0;1;1
0;4;1;580.0;0;0;1;0;521.3;0;0;1;1
0;3;11;660.0;0;0;0;1;560.2;0;1;0;1
2;2;1;;0;0;1;0;;1;0;1;1
9;2;0;;1;0;0;0;;1;0;1;1
4;4;10;720.0;1;0;0;0;596.2;0;0;1;1
13;1;16;;1;0;1;0;;1;0;1;0
19;5;10;;1;0;0;1;;1;0;1;1
0;4;12;640.0;0;0;1;0;520.575;0;1;0;1
3;4;2;800.0;1;0;0;0;601.25;0;0;1;1
19;4;2;400.0;0;0;0;1;494.17500000000007;0;1;0;1
19;3;12;560.0;1;0;0;1;573.175;0;1;0;1
0;5;2;940.0;1;0;0;1;575.3;1;0;1;1
2;4;16;680.0;1;0;1;0;576.2;0;0;1;1
2;4;16;500.0;1;0;1;0;439.875;0;0;1;1
2;3;2;;0;0;1;0;;1;0;1;1
1;3;2;620.0;1;0;0;0;561.45;0;0;1;1
0;4;10;760.0;0;0;1;0;534.675;0;1;0;1
13;3;2;540.0;1;0;0;0;481.025;0;1;0;1
15;2;9;540.0;0;0;0;0;643.55;0;1;0;1
0;5;1;500.0;0;0;1;0;472.975;0;0;1;1
1;5;8;720.0;1;0;1;0;536.45;0;1;0;1
5;6;1;540.0;1;0;0;0;448.25;0;0;1;1
5;4;1;640.0;1;0;0;0;470.04999999999995;0;0;1;1
5;4;1;;0;0;0;0;;1;0;1;1
1;6;11;540.0;0;1;0;0;519.975;0;1;0;1
19;4;11;720.0;1;0;0;1;530.575;0;1;0;1
19;4;10;680.0;1;0;0;0;496.25000000000006;0;1;0;1
2;3;9;620.0;1;0;0;0;480.025;0;1;0;1
0;4;8;440.0;1;0;1;0;469.525;0;1;0;1
9;5;8;460.0;1;0;0;0;470.025;0;0;1;1
1;5;8;640.0;1;0;1;0;507.92499999999995;0;0;1;1
1;3;16;740.0;1;0;1;0;502.0;0;0;1;1
3;6;1;460.0;0;0;1;0;524.8;0;0;1;1
11;3;2;360.0;1;0;0;0;504.725;0;0;1;1
19;5;2;0.0;0;0;0;1;437.57500000000005;0;0;1;1
1;4;11;800.0;1;0;1;0;566.075;0;0;1;1
1;4;1;660.0;1;0;1;0;508.475;0;1;0;1
3;2;1;;1;0;0;0;;1;0;1;1
0;4;9;620.0;1;0;1;0;484.275;0;1;0;1
10;4;2;;0;0;0;0;;1;0;1;1
0;4;10;420.0;1;0;1;0;471.09999999999997;0;1;0;1
19;4;0;920.0;0;0;0;1;714.65;0;1;0;1
1;4;2;;0;0;1;0;;1;1;0;1
8;3;3;160.0;0;0;0;0;442.725;0;0;1;1
11;4;2;0.0;1;0;0;0;418.525;0;0;1;1
1;4;2;600.0;1;0;0;0;467.125;0;0;1;1
1;4;3;880.0;0;0;0;0;585.45;0;1;0;1
0;4;7;520.0;1;1;0;0;501.70000000000005;0;1;0;1
19;4;1;600.0;1;0;0;1;434.625;0;0;1;1
2;3;8;600.0;1;0;0;0;474.5;0;0;1;1
2;4;1;320.0;1;0;1;0;384.8;1;1;0;1
0;4;2;520.0;1;0;0;1;448.575;0;1;0;1
1;4;3;640.0;0;0;0;0;568.475;0;1;0;1
1;5;8;620.0;0;0;1;0;508.3;0;1;0;1
1;4;11;360.0;1;0;1;0;519.4000000000001;0;0;1;1
6;3;10;580.0;1;0;0;0;423.6;0;0;1;1
0;3;10;640.0;1;1;0;0;522.45;0;0;1;1
19;4;1;;0;0;0;1;;1;0;1;1
2;3;1;720.0;1;0;0;0;535.7;0;1;0;1
11;4;2;520.0;1;0;0;0;448.325;0;1;0;1
1;4;13;820.0;1;0;0;0;491.65;0;1;0;1
19;4;11;580.0;1;0;0;1;478.775;0;1;0;1
3;7;16;;1;0;0;0;;1;0;1;0
6;5;2;0.0;0;0;1;0;420.225;0;0;1;1
12;3;2;520.0;1;0;0;0;411.5;0;0;1;1
0;6;3;500.0;1;0;1;0;423.975;0;1;0;1
5;3;1;800.0;0;0;0;0;645.7;0;1;0;1
2;3;0;940.0;1;0;0;0;690.125;0;1;0;1
19;3;9;840.0;1;0;0;1;514.875;0;1;0;1
0;3;16;660.0;0;0;1;0;527.0;0;0;1;1
3;3;6;940.0;0;0;0;0;727.025;0;1;0;1
1;8;1;;1;0;1;0;503.9;1;0;1;0
0;4;11;600.0;0;1;0;0;509.375;0;1;0;1
0;3;3;;0;0;1;0;;1;1;0;1
1;3;3;600.0;0;0;1;0;603.45;0;1;0;1
9;6;11;780.0;0;0;0;0;610.925;0;1;0;1
0;4;1;640.0;0;0;1;0;573.2;0;1;0;1
1;4;8;740.0;1;0;0;0;535.925;0;0;1;1
2;4;2;620.0;1;0;0;0;484.925;0;0;1;1
1;4;13;940.0;1;1;0;0;529.2750000000001;0;1;0;1
1;3;16;;1;0;1;0;;1;0;1;0
7;2;3;;1;0;0;0;;1;1;0;1
5;7;10;;1;0;0;0;;1;0;1;1
5;3;16;;0;0;0;0;;1;0;1;1
0;5;2;;0;0;1;0;;1;0;1;1
1;4;1;;1;0;1;0;;1;0;1;1
11;1;1;;0;0;0;0;;1;0;1;0
9;4;1;260.0;1;0;0;0;420.62500000000006;0;0;1;1
1;4;1;520.0;0;0;1;0;424.775;0;1;0;1
2;4;2;720.0;1;0;0;0;515.2500000000001;0;0;1;1
1;4;2;920.0;0;0;1;0;637.1;0;1;0;1
1;4;2;;1;0;1;0;;1;1;0;1
6;4;2;920.0;0;0;0;0;671.875;0;0;1;1
1;4;1;;0;0;1;0;;1;0;1;1
9;2;2;;0;0;0;0;;1;0;1;1
0;5;16;540.0;0;0;1;0;457.67499999999995;0;0;1;1
1;4;2;;1;0;1;0;;1;0;0;1
1;4;9;360.0;0;0;1;0;531.2;0;0;1;1
1;4;2;660.0;0;1;0;0;449.625;0;1;0;1
11;3;16;580.0;0;0;0;0;491.45000000000005;0;0;1;0
0;4;1;680.0;1;0;1;0;525.725;0;0;1;1
19;4;15;660.0;1;0;0;1;540.4250000000001;0;1;0;1
0;4;16;780.0;1;0;0;1;468.475;0;0;1;1
2;5;2;880.0;1;0;0;0;535.225;0;0;1;1
19;3;6;860.0;1;0;0;1;562.6;1;1;0;1
1;4;2;780.0;0;0;0;0;636.35;0;1;0;1
0;6;1;520.0;1;0;0;1;451.67500000000007;0;0;1;0
8;5;0;500.0;0;0;0;0;558.225;0;0;1;1
2;1;1;540.0;0;0;1;0;518.4499999999999;0;0;1;0
1;5;9;;1;0;0;0;;1;1;0;1
15;1;7;460.0;0;0;0;0;570.8;0;1;0;1
1;4;2;480.0;0;0;1;0;448.525;0;0;1;0
3;4;3;880.0;1;0;0;0;473.175;0;0;1;1
0;3;1;420.0;1;0;1;0;447.4;0;0;1;1
1;4;9;;0;0;1;0;;1;1;0;1
1;4;16;760.0;1;0;1;0;428.0;0;0;1;1
1;2;8;640.0;1;0;1;0;522.05;0;0;1;1
3;5;10;;1;0;0;0;;1;0;1;1
2;4;1;;0;0;1;0;;1;1;0;1
9;3;2;;1;0;0;0;;1;0;1;1
4;5;2;560.0;1;0;0;0;606.35;0;0;1;1
0;4;11;;1;0;1;0;;1;0;0;1
1;8;1;920.0;1;0;0;0;571.4250000000001;0;0;1;1
2;10;12;600.0;0;0;0;0;549.0;1;0;1;1
0;3;2;620.0;1;0;0;1;507.1;0;1;0;1
1;4;2;840.0;1;0;1;0;581.5;0;0;1;1
0;4;8;420.0;0;1;0;0;454.25;0;0;0;1
0;4;1;380.0;1;0;0;1;489.825;0;0;1;0
5;1;5;660.0;0;0;0;0;680.5;0;1;0;1
10;6;10;;0;0;0;0;445.3;1;1;0;1
11;4;1;;1;0;0;0;;1;0;1;0
0;3;13;720.0;0;1;0;0;489.94999999999993;0;0;1;1
1;6;1;340.0;1;0;1;0;456.65000000000003;0;0;1;1
9;1;3;;0;0;0;0;;1;0;1;1
1;4;2;680.0;1;0;1;0;541.425;0;1;0;1
0;2;1;;1;0;1;0;;1;1;0;1
2;5;1;940.0;1;0;1;0;543.25;0;0;1;1
19;2;16;660.0;1;0;1;0;427.85;0;0;1;1
1;6;1;660.0;1;0;1;0;436.77500000000003;0;0;1;1
10;3;2;;1;0;0;0;;1;1;0;1
3;4;1;440.0;1;0;0;0;402.92499999999995;0;0;1;1
19;3;3;820.0;1;0;0;1;575.925;0;1;0;1
1;3;2;;0;0;1;0;;1;1;0;1
2;4;9;;1;0;0;0;;1;1;0;1
1;5;3;600.0;0;0;0;0;569.7750000000001;0;0;1;1
7;3;1;680.0;1;0;1;0;491.17499999999995;0;0;1;1
1;4;10;920.0;1;0;0;0;567.225;0;1;0;1
10;3;1;380.0;1;0;0;0;420.95;0;0;1;1
2;6;16;;0;0;1;0;;1;0;1;0
3;4;1;540.0;1;0;0;0;502.25;0;1;0;1
1;5;1;700.0;1;0;0;0;463.7;0;0;1;1
2;4;1;500.0;0;0;0;0;499.65000000000003;0;0;1;1
9;2;16;500.0;1;0;0;0;439.625;0;0;1;1
19;2;1;760.0;1;0;0;1;491.35;0;0;1;1
0;5;8;640.0;0;0;1;0;508.225;0;0;1;1
2;6;11;;0;0;1;0;;1;1;0;1
9;3;3;620.0;1;0;0;0;535.775;0;0;1;1
4;5;1;620.0;1;0;0;0;560.675;0;1;0;1
2;3;16;360.0;1;0;1;0;423.67499999999995;0;1;0;1
5;2;13;;0;0;0;0;;1;1;0;1
3;3;1;560.0;0;1;0;0;479.75;0;0;1;1
19;5;2;600.0;0;0;0;1;442.025;0;0;1;1
3;4;2;;0;0;0;0;;1;0;1;1
2;5;4;;1;0;0;0;;1;0;1;1
0;2;11;840.0;1;0;1;0;583.525;0;1;0;1
10;4;1;420.0;1;0;0;0;440.15;0;0;1;0
2;2;1;;0;0;0;0;;1;1;0;1
1;3;2;;0;0;0;0;;1;1;0;1
19;4;1;640.0;1;0;0;1;490.4;0;1;0;0
10;3;1;;1;0;0;0;;1;1;0;1
1;4;9;620.0;1;0;1;0;502.97499999999997;0;0;1;1
5;2;1;;1;0;0;0;;1;1;0;1
19;3;3;580.0;1;0;0;1;434.975;0;0;1;1
0;5;1;;1;0;1;0;440.15;1;0;1;1
3;3;9;;0;0;0;0;;1;0;1;1
1;5;8;;1;0;1;0;;1;1;0;1
1;2;3;640.0;0;0;0;0;584.9;0;1;0;1
3;4;1;;1;0;0;0;;1;1;0;1
3;3;2;520.0;1;0;0;0;452.42499999999995;0;0;1;1
